Sentence,Two_Entity,Predict,Label,idx
"our president has repeatedly , for example , relied on a man whom you ' re aware , hussein kam ##el , [unused2] [unused2] ' s [unused2] [unused2] [unused2] [unused2] [unused2] , leader of the iraq arms program who defected for a time . [SEP] saddam hussein [SEP] son - in - law","[[], []]",ORG-AFF-rl,PER-SOC-lr,40189

"in the west bank , an eight - year - old palestinian [unused2] as well as his brother and a [unused2] were wounded late wednesday by israeli gunfire in a village north of the town of rama ##llah , their elder sister said . [SEP] boy [SEP] sister","[[], []]",GEN-AFF-rl,PER-SOC-lr,9036
"in the west bank , an eight - year - old palestinian boy as well as [unused2] [unused2] and a sister were wounded late wednesday by israeli gunfire in a village north of the town of rama ##llah , their elder sister said . [SEP] his [SEP] brother","[[], []]",GEN-AFF-rl,PER-SOC-lr,9042

"if the ceo is new , i also look at the performance of the [unused2] ' s previous [unused3] . [SEP] ceo [SEP] company","[[], []]",NONE,ORG-AFF-lr,48595

"nine - oh - six a . m . cnn ' s martin sa ##vid ##ge , embedded with the [unused2] [unused2] , [unused3] [unused3] , reports the unit has reached the extreme southeast suburbs of baghdad , adding to forces the u . s . says now en ##ci ##rcle the city . [SEP] 1st battalion [SEP] 7th marines","[[], []]",PART-WHOLE-lr,ORG-AFF-lr,55417

i actually responded a few hours after the [unused2] ' s [unused3] did . [SEP] sheriff [SEP] department,"[[], []]",PER-SOC-lr,ORG-AFF-lr,41930

they ' re expecting a total at this particular base near the iraqi border of 300 sort ##ies in a 24 - hour period ending today according to the [unused3] [unused3] total from all the [unused6] and there are more than 30 bases in 12 different countries in the middle east according to the pentagon . [SEP] air force [SEP] bases,"[[], []]",NONE,ART-lr,38415
the job of these royal [unused2] is to clear this and many other mountains of armament ##s and destroy [unused8] . [SEP] engineers [SEP] them,"[[], []]",NONE,ART-lr,38667
"there ' s a new poll out this morning , abc news washington post poll that suggests that most americans would support u . s . military action against iran in order to keep the [unused5] from acquiring nuclear [unused8] . [SEP] country [SEP] weapons","[[], []]",NONE,ART-lr,58932

""" if it is true that [unused5] [unused5] possesses nuclear [unused8] , this would be a major breach of peace on the korean peninsula as well as in northeast asia , "" said yoon . [SEP] north korea [SEP] weapons","[[], []]",ORG-AFF-rl,ART-lr,1769

"in northern iraq , [unused5] [unused5] [unused5] . [unused7] [unused7] [unused7] struck a convoy of allied kurdish fighters and u . s . special forces sunday in one of the dead ##liest friendly fire attacks of the war . [SEP] u . s [SEP] warp ##lane ##s","[[], []]",GEN-AFF-rl,ART-lr,24130
"xi ##n _ eng _ 2003 ##0 ##32 ##4 . 01 ##9 ##1 news story 2003 ##0 ##32 ##4 five killed in coalition bombing on baghdad baghdad , march 24 ( xi ##nh ##ua ) five iraqi civilians , including a woman , were killed monday when their houses were hit by a missile fired by the us - led [unused3] [unused7] [unused7] [unused7] , witnesses said . [SEP] coalition [SEP] warp ##lane ##s","[[], []]",GEN-AFF-rl,ART-lr,49294

[unused2] pe ##sh ##mer ##ga [unused2] took their place . [SEP] kurdish [SEP] fighters,"[[], []]",NONE,GEN-AFF-lr,38822

"[unused2] [unused2] [unused2] , from [unused5] , virginia , writes , "" france , russia and german have all multi - billion dollar oil deals with saddam in iraq . [SEP] chad hen ##sley [SEP] fairfax","[[], []]",PART-WHOLE-lr,GEN-AFF-lr,42079

"the single largest political donor in the second half of 2004 was [unused2] [unused2] [unused2] [unused2] , of the [unused5] , who made five contributions totaling $ 320 , 490 . [SEP] sheila c . johnson [SEP] plains","[[], []]",ORG-AFF-lr,GEN-AFF-lr,2865
"the army ' s entire [unused3] [unused3] [unused3] [unused3] based at [unused5] [unused5] , texas , would join the quarter million u . s . forces already in the region . [SEP] first cal ##vary division [SEP] fort hood","[[], []]",ORG-AFF-lr,GEN-AFF-lr,40095
"judy , you ' re seeing us through the night scope because basically for the last hour we ' ve been watching as this ridge behind me in kala ##k which of course is the front line between iraq and [unused2] ( ph ) [unused2] , we ' ve been watching as planes , planes we can hear but can not see , have been bombing the ridge line behind us . [SEP] kurdish [SEP] forces","[[], []]",ORG-AFF-lr,GEN-AFF-lr,62404

two weeks in [unused6] and [unused2] is recovering fast . [SEP] hospital [SEP] ali,"[[], []]",NONE,PHYS-rl,10637
"the baghdad museum housed ir ##re ##pl ##ace ##able babylonian , sum ##erian and assyrian collections that chronicle ##d ancient life in the cradle of civilization , the [unused4] around the ti ##gr ##is and eu ##ph ##rates [unused4] . [SEP] area [SEP] rivers","[[], []]",NONE,PHYS-rl,31345
"in his home [unused5] of indiana , the committee ' s [unused2] , republican senator richard lu ##gar . [SEP] state [SEP] chairman","[[], []]",NONE,PHYS-rl,31389
reporter : friday night in the [unused4] [unused4] and a [unused2] is about to lose his life . [SEP] gaza strip [SEP] journalist,"[[], []]",NONE,PHYS-rl,37926
"future airlift ##s into the [unused4] will include supplies and support [unused2] for the 173 ##rd ' s fighters , defense officials said . [SEP] area [SEP] personnel","[[], []]",NONE,PHYS-rl,56888

"intelligence sources in asia say the message was taken by courier ##s from an area along the pakistan / afghanistan border , [unused4] [unused2] [unused2] is believed to be hiding . [SEP] where [SEP] bin laden","[[], []]",ORG-AFF-rl,PHYS-rl,33168

but some [unused3] [unused3] [unused3] [unused3] boycott ##ed the meeting and thousands protested nearby . [SEP] shi ##ite muslim [SEP] groups,"[[], []]",NONE,PART-WHOLE-rl,5815
"she is also likely to open the way for russian companies to vie for lucrative deals in the oil and gas sector , long dominated by [unused5] and british resource [unused3] . [SEP] american [SEP] giants","[[], []]",NONE,PART-WHOLE-rl,58369
"indonesia relied on [unused5] [unused3] assistance in the 1950s under mega ##wat ##i ' s father and founding president su ##kar ##no , but these were severed after the anti - communist gen . su ##hart ##o seized power in 1965 . [SEP] soviet [SEP] military","[[], []]",NONE,PART-WHOLE-rl,58497

"finally there is this written by a student of mrs . hassan she was my english teacher in the memory of my teacher and a fellow aid worker colleague mrs . m . hassan mrs . hassan was my english teacher in the british council in [unused5] in [unused5] [unused5] [unused5] [unused5] [unused5] [unused5] , i remember her years ago with her irish accent telling me it ' s not important how many words i must learn but the pronunciation of the words i already knew must be perfect ##ed . [SEP] baghdad [SEP] al - wa ##zi ##rya district","[[], []]",PHYS-lr,PART-WHOLE-rl,44930

"roth that was as close as residents of [unused5] [unused5] ' s upper east side [unused4] got to know aldo ##uri , who kept a low profile , like many in the big city . [SEP] new york [SEP] district","[[], []]",GEN-AFF-lr,PART-WHOLE-rl,233

"also in washington , turkish ambassador far ##ouk logo ##gl ##u told the associated press that the u . s . and [unused5] [unused3] [unused3] [unused3] were holding informal discussions on the use of turkish airspace . [SEP] turkish [SEP] mil ##ita ##ries","[[], []]",ORG-AFF-rl,PART-WHOLE-rl,13280
"` ` i think the [unused5] [unused3] has finally decided that restrictions and conditional ##ities from washington are just not worth it , ' ' said ju ##won ##o sud ##ars ##ono , a former defense minister . [SEP] indonesian [SEP] military","[[], []]",ORG-AFF-rl,PART-WHOLE-rl,58609

but i think this helps me stay closer to [unused2] [unused2] . [SEP] my [SEP] brother,"[[], []]",PER-SOC-lr,PER-SOC-rl,56463

as he explains how [unused2] [unused2] negotiated his surrender . [SEP] his [SEP] father,"[[], []]",PHYS-rl,PER-SOC-rl,25319

"it ' s designed to counter the kind of thing that i found in the new york newspaper this morning where a brooklyn woman who sc ##ald ##ed [unused2] [unused2] [unused2] [unused2] [unused2] [unused2] to death in a bath ##tub , walked out of court a free woman yesterday sentenced to five years probation . [SEP] her [SEP] 4 - year - old","[[], []]",GEN-AFF-rl,PER-SOC-rl,10570

"( begin video ##ta ##pe ) richard roth , cnn senior u . n . correspondent ( voice - over ) the last time [unused5] ' s u . n . [unused2] addressed the security council , the u . s . ambassador walked out in protest . [SEP] iraqi [SEP] ambassador","[[], []]",NONE,ORG-AFF-rl,35
"( begin video ##ta ##pe ) walter rodgers , cnn correspondent throughout the day , as the [unused3] [unused3] [unused3] [unused3] [unused3] [unused2] [unused2] punched northward in the general direction of baghdad , we have seen huge convoys of supply troops moving ever northward . [SEP] u . s . army [SEP] 7th cavalry","[[], []]",NONE,ORG-AFF-rl,9635
"a month later , [unused5] [unused5] [unused5] . and pakistani [unused2] hs a lead on os ##ama bin laden , but by the time they moved in , he had vanished again . [SEP] u . s [SEP] force","[[], []]",NONE,ORG-AFF-rl,27829
two [unused5] [unused5] [unused5] . [unused2] died in the fighting _ and a med ##ic who tried to save one of them sorrow ##fully buried his res ##us ##cit ##ation equipment on the spot . [SEP] u . s [SEP] marines,"[[], []]",NONE,ORG-AFF-rl,30495
[unused3] [unused2] [unused2] takes a look inside the pages . [SEP] our [SEP] jonathan karl,"[[], []]",NONE,ORG-AFF-rl,32903
"she admits , however , that , "" the rwanda massacre ##s occurred while anna ##n was [unused3] [unused3] [unused3] . [unused2] [unused2] [unused2] [unused2] general for peacekeeping , "" and that "" after he became sg [ secretary general ] , anna ##n commissioned a report to examine what had happened and suggest re ##med ##ies . "" [SEP] u . n [SEP] under ##se ##cre ##tary","[[], []]",NONE,ORG-AFF-rl,54116
"giving cover for the deployment , u . s . warp ##lane ##s struck [unused5] ground [unused2] and bunker ##s in northern iraq . [SEP] iraqi [SEP] troops","[[], []]",NONE,ORG-AFF-rl,56620

"cnn _ eng _ 2003 ##0 ##42 ##4 _ 113 ##54 ##9 . 11 news story 2003 - 04 - 24 13 : 00 : 00 some [unused5] [unused5] [unused5] . [unused2] have not had a chance to call home since they were deployed for duty in "" operation iraqi freedom . "" [SEP] u . s [SEP] troops","[[], []]",PER-SOC-lr,ORG-AFF-rl,16580
"in northern iraq , u . s . warp ##lane ##s struck a convoy of allied kurdish fighters and [unused5] [unused5] [unused5] . special [unused2] sunday in one of the dead ##liest friendly fire attacks of the war . [SEP] u . s [SEP] forces","[[], []]",PER-SOC-lr,ORG-AFF-rl,24136

[unused3] ' s [unused2] [unused2] [unused2] [unused2] is in na ##ja ##f . [SEP] cnn [SEP] ryan chi ##lco ##te,"[[], []]",ORG-AFF-lr,ORG-AFF-rl,5424
cnn _ eng _ 2003 ##0 ##41 ##7 _ 06 ##30 ##39 . 0 news story 2003 - 04 - 17 07 : 35 : 06 by [unused5] [unused5] [unused5] . [unused2] and which appears to be run by members of the the war began in iraq several weeks ago . [SEP] u . s [SEP] forces,"[[], []]",ORG-AFF-lr,ORG-AFF-rl,32744

"mil ##am grenades , mortar ##s , all sorts of ammunition abandoned by [unused5] [unused2] but there for the taking . [SEP] iraqi [SEP] soldiers","[[], []]",ART-lr,ORG-AFF-rl,38655

"he says his father ' s night - time hand ##over was dig ##nified , that [unused5] [unused5] [unused5] . [unused2] offered medical support for his father ' s heart condition , that has caused two heart attacks recently . [SEP] u . s [SEP] forces","[[], []]",PER-SOC-rl,ORG-AFF-rl,25343

"a second rocket landed in farmland ##s and the other hit a house inside the refugee camp , but without causing further casualties , palestinian [unused3] [unused2] said . [SEP] security [SEP] sources","[[], []]",GEN-AFF-rl,ORG-AFF-rl,8396
three [unused3] [unused2] were killed . [SEP] reuters [SEP] journalist,"[[], []]",GEN-AFF-rl,ORG-AFF-rl,35452
"the comments indicate that russia ' s nu ##ance ##d position over the war in iraq was becoming ever more scrambled , with putin pushing to protect his bud ##ding friendship with us president george w . bush in the face of stride ##nt opposition from the russian media and other top [unused5] [unused5] [unused5] [unused2] . [SEP] k ##rem ##lin [SEP] officials","[[], []]",GEN-AFF-rl,ORG-AFF-rl,64979

"i mean do you know ( un ##int ##elli ##gible ) ban ##ham i ' m not too sure but judging by some of this , it ' s been here quite a long time so whether [unused6] ' s been used recently by [unused2] - there was an intel upbeat saying that they were possibly coming back to try and get this to use against them . [SEP] it [SEP] them","[[], []]",NONE,ART-rl,19405
"i mean do you know ( un ##int ##elli ##gible ) ban ##ham i ' m not too sure but judging by some of this , [unused6] ' s been here quite a long time so whether it ' s been used recently by [unused2] - there was an intel upbeat saying that they were possibly coming back to try and get this to use against them . [SEP] it [SEP] them","[[], []]",NONE,ART-rl,38587
"captain andy goo ##ch , royal engineers with the amounts of [unused8] and weapons left about , if [unused2] ' d used those systems , that amount of weapon it would have given us a considerable amount of trouble trying to take the positions . [SEP] ammunition [SEP] they","[[], []]",NONE,ART-rl,38689
"captain andy goo ##ch , royal engineers with the amounts of ammunition and [unused8] left about , if [unused2] ' d used those systems , that amount of weapon it would have given us a considerable amount of trouble trying to take the positions . [SEP] weapons [SEP] they","[[], []]",NONE,ART-rl,38690
"in lebanon , hundreds of students gathered on the [unused6] of the arab university of beirut and the [unused3] [unused3] [unused3] [unused3] calling for the assassination of us president george w . bush and british prime minister tony blair . [SEP] campuses [SEP] american university of beirut","[[], []]",NONE,ART-rl,60952

"according to other reports reaching here , five syrian bus passengers were killed and 10 others were injured on sunday morning when a us missile hit the [unused7] [unused2] were traveling in near the iraqi border . [SEP] bus [SEP] they","[[], []]",ART-lr,ART-rl,49445
inside those [unused7] rescue [unused2] [unused2] [unused2] [unused2] . [SEP] helicopters [SEP] im ##sw ##im ##mers,"[[], []]",ART-lr,ART-rl,56029

"and you see apache [unused7] [unused2] and his wife michelle who was talking with us on the telephone the sunday morning when the video came in of the rescue of the p . o . w . s and she was able to tell us on the telephone as we had those pictures up on air , she identified her husband and life just got better and better for her after that . [SEP] helicopter [SEP] pilot","[[], []]",GEN-AFF-rl,ART-rl,20154

[unused5] [unused5] ' s mu ##nh ##wa il ##bo [unused3] and others quoted unnamed south korean government sources as saying p ##yon ##gy ##ang also urged washington not to hind ##er its efforts to establish and improve ties with seoul and tokyo . [SEP] south korea [SEP] newspapers,"[[], []]",ORG-AFF-lr,GEN-AFF-rl,4736

"this is great news for [unused5] gun [unused2] because now to defend yourself you do n ' t have to first make sure a "" duty to retreat "" is impossible . [SEP] florida [SEP] carriers","[[], []]",ART-lr,GEN-AFF-rl,37604

"despite the heavy bombing , which the [unused5] [unused5] [unused5] . [unused3] [unused3] said targeted military command and control installations , the iraqi regime gave no sign of quit ##ting . [SEP] u . s [SEP] central command","[[], []]",PART-WHOLE-rl,GEN-AFF-rl,41402

[unused5] [unused3] responded with artillery fire . [SEP] iraqi [SEP] forces,"[[], []]",ORG-AFF-rl,GEN-AFF-rl,40684
"[unused5] [unused3] advancing west of bas ##ra have already secured the rum ##eil ##a oil field , whose daily output of 1 . 3 million barrels makes it iraq ' s most productive . [SEP] american [SEP] units","[[], []]",ORG-AFF-rl,GEN-AFF-rl,40926

