Sentence,Two_Entity,Predict,Label,idx
"that [unused2] , we believe s married to [unused2] of two journalists who disappeared in iraq almost two weeks ago , both work other for the network , it ##n . [SEP] woman [SEP] one","[[[unused2]], [[unused2]]]",NONE,PER-SOC-lr,9407
"cnn _ eng _ 2003 ##0 ##31 ##3 _ 08 ##37 ##39 . 0 news story 2003 - 03 - 13 08 : 33 : 57 that [unused2] younger [unused2] , mary katherine , was the one who went to her father and said , "" dad , i think i know who did this . "" [SEP] her [SEP] sister","[[[unused2]], [[unused2]]]",NONE,PER-SOC-lr,10402
"we ' re looking at now , a sailor seeing [unused2] [unused2] for the first time , just remarkable . [SEP] his [SEP] baby","[[[unused2]], [[unused2]]]",NONE,PER-SOC-lr,11730
turns out [unused2] ' s [unused2] flew out on the same flight as jack . [SEP] anna [SEP] husband,"[[[unused2]], [[unused2]]]",NONE,PER-SOC-lr,16728
and he ' s got to be careful of his muzzle pointing at [unused2] [unused2] right here . [SEP] his [SEP] partner,"[[[unused2]], [[unused2]]]",NONE,PER-SOC-lr,22644
"cnn ##hl _ eng _ 2003 ##0 ##6 ##24 _ 133 ##33 ##1 . 33 news story 2003 - 06 - 24 14 : 02 : 18 a father in new york is accused of dropping [unused2] [unused2] out of a seven - story apartment window , here ' s jo ##rden ##a gin ##sberg with more from affiliate news - 12 westchester . [SEP] his [SEP] baby","[[[unused2]], [[unused2]]]",NONE,PER-SOC-lr,24233
"aggressive ##vo ##ice ##dai ##ly _ 2005 ##01 ##0 ##5 . 134 ##4 web text 2005 - 01 - 05 ##t ##13 : 44 : 00 throw in the towel scott 2005 - 01 - 05 ##t ##13 : 44 : 00 perhaps father simpson was too busy telling reporters how hot he thinks [unused2] [unused2] , jessica , is to wake and up and realize that his other daughter , ash ##lee , is making a complete fool of herself . [SEP] his [SEP] daughter","[[[unused2]], [[unused2]]]",NONE,PER-SOC-lr,29407
i kept reading the website of prop ##ogan ##da and found that the first person to come up with the idea was benjamin franklin [unused2] did it on behalf of some [unused2] that owned oil companies ( oil was used in lamps ) . [SEP] who [SEP] friends,"[[[unused2]], [[unused2]]]",NONE,PER-SOC-lr,35091
reporter : who was that nice man stroll ##ing with [unused2] [unused2] ? [SEP] his [SEP] wife,"[[[unused2]], [[unused2]]]",NONE,PER-SOC-lr,36574
"romantic ##ly stroll ##ing with [unused2] first [unused2] on a snowy path , trend ##y leather coat , furry hat . [SEP] his [SEP] wife","[[[unused2]], [[unused2]]]",NONE,PER-SOC-lr,36579
these are video ##ta ##pes from the ' 80s found in a palace of [unused2] [unused2] ' s first [unused2] . [SEP] saddam hussein [SEP] wife,"[[[unused2], [unused2]], [[unused2]]]",NONE,PER-SOC-lr,36586
"new zealand - born hunter reportedly had a fling with british pop star robbie williams , while british star stewart has been much photographed with [unused2] reported [unused2] , blond photographer penny lancaster . [SEP] his [SEP] girlfriend","[[[unused2]], [[unused2]]]",NONE,PER-SOC-lr,36726
"the ras ##py - voiced singer [unused2] once dated [unused2] [unused2] [unused2] [unused2] is best known for hit songs including "" maggie may , "" "" do ya think i ' m sexy , "" "" tonight ' s the night "" and "" young turks "" . [SEP] who [SEP] brit ##t ek ##land","[[[unused2]], [[unused2], [unused2], [unused2], [unused2]]]",NONE,PER-SOC-lr,36750
"[unused2] [unused2] , ud ##ay , was very highly personal , arbitrary , spontaneous in his attacks , extended to young girls , to friends , to employees . [SEP] his [SEP] brother","[[[unused2]], [[unused2]]]",NONE,PER-SOC-lr,39304
he ' s trying to lead us into a war against one of [unused2] valued [unused2] . [SEP] his [SEP] customers,"[[[unused2]], [[unused2]]]",NONE,PER-SOC-lr,42043
"afterward , [unused2] and other white house [unused2] said the remarks did not signal a lack of confidence in the resolution ' s prospects . [SEP] he [SEP] officials","[[[unused2]], [[unused2]]]",NONE,PER-SOC-lr,51397
its u . n . [unused2] has been on the payroll of the u . n . [unused2] . [SEP] reporter [SEP] lobby,"[[[unused2]], [[unused2]]]",NONE,PER-SOC-lr,53923
"says he ' s not aware he ' s being expelled but says if so , it is because some bitter former [unused2] of [unused2] at ms ##nbc blew the whistle on him . [SEP] colleagues [SEP] his","[[[unused2]], [[unused2]]]",NONE,PER-SOC-lr,54515
and [unused2] [unused2] are fortunate to have talented and good - hearted people in their lives . [SEP] your [SEP] students,"[[[unused2]], [[unused2]]]",NONE,PER-SOC-lr,61925

"ap ##w _ eng _ 2003 ##0 ##40 ##8 . 00 ##90 news story 2003 ##0 ##40 ##8 grandson of toyota founder promoted to senior managing director tokyo ( ap ) toyota motor corp . said tuesday it will promote ak ##io toy ##oda , a [unused2] of the company ' s [unused2] who is widely viewed as a candidate to some day head japan ' s largest auto ##maker . [SEP] grandson [SEP] founder","[[[unused2]], [[unused2]]]",ORG-AFF-lr,PER-SOC-lr,26564

israel ' s night - time raid in gaza involving around 40 tanks and armoured vehicles came after prime minister ariel sharon convened [unused2] security [unused3] to discuss a response to the bomb attack . [SEP] his [SEP] cabinet,"[[[unused2]], [[unused3]]]",ORG-AFF-rl,PER-SOC-lr,8503
"col . david perkins , a brigade commander of the 3rd infantry , told [unused2] [unused2] before the operation that the mission was intended to be ` ` a dramatic show of force ' ' to demonstrate that u . s . forces can enter baghdad at any time , anywhere . [SEP] his [SEP] troops","[[[unused2]], [[unused2]]]",ORG-AFF-rl,PER-SOC-lr,23653

"by the time of his death , he was down to his last $ 1 billion , according to israeli - intelligence estimates . [unused2] [unused2] [unused2] su ##ha ' s outburst that his successors were "" trying to bury [ him ] alive "" came after she learned that ara ##fat had signed over at least $ 800 million to the government of the palestinian authority two years ago , time reports . [SEP] ara ##fat [SEP] wife","[[[unused2], [unused2]], [[unused2]]]",GEN-AFF-rl,PER-SOC-lr,52930

china expressed hopes that both sides would keep the dialogue alive while [unused2] in [unused5] and london called for patience in resolving the complex imp ##asse . [SEP] officials [SEP] moscow,"[[[unused2]], [[unused5]]]",NONE,ORG-AFF-lr,1400
"has the situation improved , especially in the aftermath now of the [unused2] of [unused3] ' s meeting with basha ##r al - asa ##d ? [SEP] secretary [SEP] state","[[[unused2]], [[unused3]]]",NONE,ORG-AFF-lr,1928
that ' s why you played a four - loss team for [unused3] [unused3] title this year . [SEP] your [SEP] conference,"[[[unused3]], [[unused3]]]",NONE,ORG-AFF-lr,3593
"[unused2] [unused2] [unused2] , [unused3] [unused3] , iraq . [SEP] carl din ##non [SEP] itv news","[[[unused2], [unused2], [unused2]], [[unused3], [unused3]]]",NONE,ORG-AFF-lr,5390
"[unused2] [unused2] [unused2] , [unused3] [unused3] , southern iraq . [SEP] tim e ##wart [SEP] itv news","[[[unused2], [unused2], [unused2]], [[unused3], [unused3]]]",NONE,ORG-AFF-lr,7761
"[unused2] [unused2] , [unused3] , near kirk ##uk in northern iraq . [SEP] brent sadler [SEP] cnn","[[[unused2], [unused2]], [[unused3]]]",NONE,ORG-AFF-lr,7857
carlson by em ##body ##ing the values of [unused2] [unused3] . [SEP] your [SEP] party,"[[[unused2]], [[unused3]]]",NONE,ORG-AFF-lr,8171
"the former minister , the 6 of spade ##s in the deck of cards , showing the most wanted members of the [unused2] [unused2] [unused3] . [SEP] saddam hussein [SEP] regime","[[[unused2], [unused2]], [[unused3]]]",NONE,ORG-AFF-lr,10014
no democrat with any respect for [unused2] un ##rave ##ling [unused3] would ever mention howard dean ' s name again . [SEP] his [SEP] party,"[[[unused2]], [[unused3]]]",NONE,ORG-AFF-lr,11495
"crowley ( voice - over ) [unused2] [unused2] , [unused3] , washington . [SEP] candy crowley [SEP] cnn","[[[unused2], [unused2]], [[unused3]]]",NONE,ORG-AFF-lr,17032
"[unused2] started his entertainment career at [unused3] , where he is credited with creating the ` ` movie of the week ' ' concept . [SEP] he [SEP] abc","[[[unused2]], [[unused3]]]",NONE,ORG-AFF-lr,17319
"[unused2] [unused2] [unused2] , [unused3] [unused3] , southern iraq . [SEP] greg mil ##am [SEP] sky news","[[[unused2], [unused2], [unused2]], [[unused3], [unused3]]]",NONE,ORG-AFF-lr,19490
"the [unused2] met , michelle and david in flight [unused3] . [SEP] two [SEP] school","[[[unused2]], [[unused3]]]",NONE,ORG-AFF-lr,20935
"founded by former mayor [unused2] [unused2] [unused2] [unused2] [unused2] [unused2] [unused2] [unused2] [unused2] [unused2] , [unused3] [unused3] [unused3] was quick to become iran ' s biggest - selling daily with a circulation of 450 , 000 . [SEP] g ##hol ##am ##hos ##sei ##n ka ##rba ##sch ##i [SEP] ham ##shah ##ri","[[[unused2], [unused2], [unused2], [unused2], [unused2], [unused2], [unused2], [unused2], [unused2], [unused2]], [[unused3], [unused3], [unused3]]]",NONE,ORG-AFF-lr,21190
"i ' m [unused2] [unused2] , [unused3] , reporting from net ##any ##ahu , israel . [SEP] kelly wallace [SEP] cnn","[[[unused2], [unused2]], [[unused3]]]",NONE,ORG-AFF-lr,21398
"maybe it ' s me , but i ' m guessing andy ' s tired of putting on tv makeup and going on the news lying about what he or tres ##sel knew about their athletes in general and [unused2] football [unused3] in particular . [SEP] their [SEP] program","[[[unused2]], [[unused3]]]",NONE,ORG-AFF-lr,23184
"[unused2] [unused2] , [unused3] , baghdad . [SEP] nic robertson [SEP] cnn","[[[unused2], [unused2]], [[unused3]]]",NONE,ORG-AFF-lr,25495
and deputy [unused2] of [unused3] [unused3] asa hutchinson is yet another career politician and a graduate of the disgrace ##ful bob jones university . [SEP] secretary [SEP] homeland security,"[[[unused2]], [[unused3], [unused3]]]",NONE,ORG-AFF-lr,29110
three hours from now the chicago cubs take the field against the tampa bay devil rays here at wr ##ig ##ley field and [unused2] [unused2] [unused2] will be out there with [unused3] but how long will he ? [SEP] sammy so ##sa [SEP] them,"[[[unused2], [unused2], [unused2]], [[unused3]]]",NONE,ORG-AFF-lr,35315
"rep . [unused2] [unused2] [unused2] [unused2] [unused2] , r - [unused5] [unused5] , said the bill reminded him of a sign he saw on a constituent ' s house while campaigning door - to - door . [SEP] jeff ko ##tt ##kam ##p [SEP] cape coral","[[[unused2], [unused2], [unused2], [unused2], [unused2]], [[unused5], [unused5]]]",NONE,ORG-AFF-lr,37580
"[unused2] [unused2] [unused2] , [unused3] [unused3] , southern iraq . [SEP] greg mil ##am [SEP] sky news","[[[unused2], [unused2], [unused2]], [[unused3], [unused3]]]",NONE,ORG-AFF-lr,38732
"[unused2] [unused2] , [unused3] cha ##mc ##ham ##al northern iraq . [SEP] kevin sites [SEP] cnn","[[[unused2], [unused2]], [[unused3]]]",NONE,ORG-AFF-lr,38906
"few choose to use it , but if they want they can fundamentally change [unused2] [unused3] . [SEP] their [SEP] school","[[[unused2]], [[unused3]]]",NONE,ORG-AFF-lr,39897
"we anti ##ci ##pate in a matter of moments , the [unused2] of [unused3] , donald rum ##sf ##eld , to arrive inside of this hangar and we ' ll carry his speech live when that gets underway . [SEP] secretary [SEP] defense","[[[unused2]], [[unused3]]]",NONE,ORG-AFF-lr,41636
"along the waterway in southern iraq , [unused2] [unused2] [unused2] , [unused3] . [SEP] ky ##ra phillips [SEP] cnn","[[[unused2], [unused2], [unused2]], [[unused3]]]",NONE,ORG-AFF-lr,45727
"[unused2] [unused2] [unused2] , [unused3] , london . [SEP] jim bold ##en [SEP] cnn","[[[unused2], [unused2], [unused2]], [[unused3]]]",NONE,ORG-AFF-lr,46736
"if the ceo is new , i also look at the performance of the [unused2] ' s previous [unused3] . [SEP] ceo [SEP] company","[[[unused2]], [[unused3]]]",NONE,ORG-AFF-lr,48595
"[unused2] [unused2] [unused2] [unused2] , [unused3] , fairfax county , virginia . [SEP] jeanne me ##ser ##ve [SEP] cnn","[[[unused2], [unused2], [unused2], [unused2]], [[unused3]]]",NONE,ORG-AFF-lr,51142
"[unused2] [unused2] [unused2] [unused2] , [unused3] , kuwait . [SEP] dar ##yn ka ##gan [SEP] cnn","[[[unused2], [unused2], [unused2], [unused2]], [[unused3]]]",NONE,ORG-AFF-lr,56494
it ' s simply mind - bog ##gling that [unused2] is allowed to single - handed ##ly govern our entire [unused5] . [SEP] chichester [SEP] state,"[[[unused2]], [[unused5]]]",NONE,ORG-AFF-lr,60104
[unused2] of [unused3] colin powell today responded to saddam hussein ' s latest attempts to fool the world . [SEP] secretary [SEP] state,"[[[unused2]], [[unused3]]]",NONE,ORG-AFF-lr,61301
"there are n ' t any pure - play buys on this theory , but someone [unused2] believes it might over ##weight their portfolio in cable [unused3] - - if they purchased any media stocks at all . [SEP] who [SEP] companies","[[[unused2]], [[unused3]]]",NONE,ORG-AFF-lr,63610

"documents were seized at the site north of baghdad , said brig . gen . [unused2] [unused2] at [unused3] [unused3] [unused3] [unused3] [unused3] [unused3] in the persian gulf , but no ranking members of the regime were found . [SEP] vincent brooks [SEP] u . s . central command","[[[unused2], [unused2]], [[unused3], [unused3], [unused3], [unused3], [unused3], [unused3]]]",PHYS-lr,ORG-AFF-lr,30208

"in 1997 , [unused2] successfully founded the [unused3] [unused3] [unused3] [unused3] with a view to con ##sol ##ida ##ting scientific research findings about polar exploration from all over the world to advance global environmental protection . [SEP] she [SEP] china polar museum foundation","[[[unused2]], [[unused3], [unused3], [unused3], [unused3]]]",PART-WHOLE-lr,ORG-AFF-lr,20003
"if he is alive , obviously , he does n ' t pose the kind of threat that an os ##ama bin laden does with [unused2] cellular [unused3] around the world to react ##ivate al qaeda and international terrorism . [SEP] his [SEP] network","[[[unused2]], [[unused3]]]",PART-WHOLE-lr,ORG-AFF-lr,31770
"[unused2] with the [unused3] [unused3] [unused3] of the shandong provincial government said the project , to be built in cooperation with qing ##hua university , would alleviate water shortages in the city and other parts of the shandong peninsula . [SEP] officials [SEP] development planning commission","[[[unused2]], [[unused3], [unused3], [unused3]]]",PART-WHOLE-lr,ORG-AFF-lr,49758
"nine - oh - six a . m . cnn ' s martin sa ##vid ##ge , embedded with the [unused2] [unused2] , [unused3] [unused3] , reports the unit has reached the extreme southeast suburbs of baghdad , adding to forces the u . s . says now en ##ci ##rcle the city . [SEP] 1st battalion [SEP] 7th marines","[[[unused2], [unused2]], [[unused3], [unused3]]]",PART-WHOLE-lr,ORG-AFF-lr,55417

"what i found interesting was the contrast in reactions to e ##bb ##in from two colleagues : "" i suppose that one of the concerns was that since he is the only openly gay [unused2] of the [unused3] , is whether or not that would be the only issue that he would . . . talk about , "" said del . [SEP] member [SEP] legislature","[[[unused2]], [[unused3]]]",GEN-AFF-lr,ORG-AFF-lr,47227

china expressed hopes that both sides would keep the dialogue alive while [unused2] in moscow and [unused5] called for patience in resolving the complex imp ##asse . [SEP] officials [SEP] london,"[[[unused2]], [[unused5]]]",ORG-AFF-rl,ORG-AFF-lr,1401
"launched in 1996 , the biennial alumni selection is jointly organized by poly ##u and the federation of poly ##u alumni associations for the fourth time , so as to accord public recognition to outstanding [unused2] of the [unused3] . [SEP] graduates [SEP] university","[[[unused2]], [[unused3]]]",ORG-AFF-rl,ORG-AFF-lr,20014

""" usa today "" says the pilots were dismissed for allegedly taking off all or most of [unused2] clothes in the [unused7] . [SEP] their [SEP] cockpit","[[[unused2]], [[unused7]]]",NONE,ART-lr,3673
that they did discover a concrete weight in [unused2] [unused2] ' s [unused6] [unused6] . [SEP] scott peterson [SEP] wear ##house,"[[[unused2], [unused2]], [[unused6], [unused6]]]",NONE,ART-lr,10801
thousands of iraq ' s majority shi ##ite muslims marched to [unused2] main [unused6] in baghdad to mark the birthday of islam ' s founder prophet mohammed . [SEP] their [SEP] mosque,"[[[unused2]], [[unused6]]]",NONE,ART-lr,10877
"although the crossing has , in principle , been open for movement between the two territories - - while being frequently closed by israeli for reasons rarely explained - - the [unused5] [unused6] has been manned by israel for more than two years . [SEP] palestinian [SEP] section","[[[unused5]], [[unused6]]]",NONE,ART-lr,12364
the monitor did not appear friday and [unused3] [unused6] were closed . [SEP] its [SEP] offices,"[[[unused3]], [[unused6]]]",NONE,ART-lr,15365
we have been so damned busy with the holidays ( that ' s what we call december at [unused2] [unused6] ) that i just have n ' t had time . [SEP] our [SEP] house,"[[[unused2]], [[unused6]]]",NONE,ART-lr,15834
this is near the long beach airport and involved a [unused5] [unused7] . [SEP] city [SEP] bus,"[[[unused5]], [[unused7]]]",NONE,ART-lr,16199
it was inside of the [unused5] [unused7] . [SEP] city [SEP] bus,"[[[unused5]], [[unused7]]]",NONE,ART-lr,16212
they captured an [unused5] [unused6] in an unused factory in the southern suburbs of that city . [SEP] iraqi [SEP] base,"[[[unused5]], [[unused6]]]",NONE,ART-lr,18269
the rover named spirit lifted off from the cape can ##aver ##al air force station aboard a [unused3] delta ii [unused7] at 1 : 58 p . m . ( 1758 gm ##t ) . [SEP] boeing [SEP] rocket,"[[[unused3]], [[unused7]]]",NONE,ART-lr,18342
"now , you just see this soldier right here , he ' s going to [unused2] [unused8] [unused8] to make a little bit more mobile . [SEP] his [SEP] side ##arm","[[[unused2]], [[unused8], [unused8]]]",NONE,ART-lr,22638
"let ' s roll tape and continue on here and talk about - - now , i notice his hand - - [unused2] [unused8] [unused8] is attached to him . [SEP] his [SEP] side ##arm","[[[unused2]], [[unused8], [unused8]]]",NONE,ART-lr,22668
"the biggest problem tar ##iq aziz ' family says they now face is that aziz is now safely in u . s . custody , they do n ' t know how safe they are out on [unused5] ' s [unused6] . [SEP] baghdad [SEP] streets","[[[unused5]], [[unused6]]]",NONE,ART-lr,25476
"now , the thing i forgot to tell you was that when i walked out of the office to go home on the 23rd , there was a pink post it on [unused2] [unused7] . [SEP] my [SEP] car","[[[unused2]], [[unused7]]]",NONE,ART-lr,26797
a wrap from cent ##com and here is fred ##rick ##a w ##hit ##field at the [unused3] [unused6] . [SEP] cnn [SEP] center,"[[[unused3]], [[unused6]]]",NONE,ART-lr,28821
"the complexity of it all has been described as a ballet and if it is a ballet , the [unused2] of the flight [unused7] is this man here . [SEP] choreographer [SEP] deck","[[[unused2]], [[unused7]]]",NONE,ART-lr,34711
order and fight to keep myself from falling asleep in [unused2] [unused6] . [SEP] my [SEP] cube,"[[[unused2]], [[unused6]]]",NONE,ART-lr,35188
completely different from the mo ##ga ##dis ##hu situation in which [unused3] did not have such [unused7] . [SEP] we [SEP] vehicles,"[[[unused3]], [[unused7]]]",NONE,ART-lr,36196
happily chatting with peasants behind the wheel of [unused2] white [unused7] . [SEP] his [SEP] mercedes,"[[[unused2]], [[unused7]]]",NONE,ART-lr,36584
tu ##chman [unused2] all fly with bullet ##proof vest ##s in case the [unused7] goes down . [SEP] we [SEP] plane,"[[[unused2]], [[unused7]]]",NONE,ART-lr,38343
[unused2] also fly with parachute ##s in case we need to get out before the [unused7] goes down . [SEP] we [SEP] plane,"[[[unused2]], [[unused7]]]",NONE,ART-lr,38347
they ' re expecting a total at this particular base near the iraqi border of 300 sort ##ies in a 24 - hour period ending today according to the [unused3] [unused3] total from all the [unused6] and there are more than 30 bases in 12 different countries in the middle east according to the pentagon . [SEP] air force [SEP] bases,"[[[unused3], [unused3]], [[unused6]]]",NONE,ART-lr,38415
the job of these royal [unused2] is to clear this and many other mountains of armament ##s and destroy [unused8] . [SEP] engineers [SEP] them,"[[[unused2]], [[unused8]]]",NONE,ART-lr,38667
[unused2] armed with automatic [unused8] stood by to prevent row ##dine ##ss . [SEP] police [SEP] weapons,"[[[unused2]], [[unused8]]]",NONE,ART-lr,39782
"the division _ the [unused3] [unused3] [unused3] , with 8 , 000 men and as many as 200 [unused7] , a key unit in the defense of bas ##ra _ was the largest defect ##ion in a day when iraqi leader saddam hussein ' s forces showed signs of crumbling . [SEP] 51st infantry division [SEP] tanks","[[[unused3], [unused3], [unused3]], [[unused7]]]",NONE,ART-lr,40782
"bobbie jo st ##inn ##ett , 23 , was found thursday in a pool of blood inside [unused2] small white [unused6] in ski ##dm ##ore , a town in northwest missouri . [SEP] her [SEP] home","[[[unused2]], [[unused6]]]",NONE,ART-lr,41724
"mir ##jana marko ##vic , the power behind the scenes during milos ##evic ' s 13 - year reign , is accused of illegally providing their grandson ' s nanny with a [unused5] - owned luxury [unused6] in belgrade in 2000 . [SEP] state [SEP] apartment","[[[unused5]], [[unused6]]]",NONE,ART-lr,44247
"on sunday , marines found the mu ##tila ##ted body of what they believe was a western woman on a street in fall ##uj ##ah during the u . s . assault on the [unused2] [unused2] [unused5] . [SEP] ins ##urgent [SEP] stronghold","[[[unused2], [unused2]], [[unused5]]]",NONE,ART-lr,44555
"this is n ' t writing , it ' s typing has a great post out with a ton of info , some of it quite scary a more frightening scenario is that [unused2] may have obtained a chinese - produced z ##m - 87 laser [unused8] [unused8] which is specifically designed to blind eyes ##ight . [SEP] terrorists [SEP] blind ##er","[[[unused2]], [[unused8], [unused8]]]",NONE,ART-lr,47977
begin the training for the [unused2] in the cockpit ##s with [unused8] . [SEP] pilots [SEP] firearms,"[[[unused2]], [[unused8]]]",NONE,ART-lr,51414
the country ' s parliament voted this month to allow u . s . - led coalition [unused2] to use italian air space and military [unused6] _ but not for directs attacks on iraq . [SEP] forces [SEP] bases,"[[[unused2]], [[unused6]]]",NONE,ART-lr,56980
"you see , after kobe ' s world fell apart because he could n ' t resist banging the crazy white towel clerk at [unused2] [unused3] , he needed an out . [SEP] his [SEP] hotel","[[[unused2]], [[unused3]]]",NONE,ART-lr,63242
"[unused2] [unused2] [unused2] , a harvard medical school graduate , will keep a home in hawaii and four [unused7] , while the couple , who also each have homes in los angeles , will share custody of their 15 - year - old daughter , taylor . [SEP] cr ##ich ##ton [SEP] cars","[[[unused2], [unused2], [unused2]], [[unused7]]]",NONE,ART-lr,63847
[unused2] life [unused7] had already been s ##ni ##tched away by the high seas . [SEP] their [SEP] raft,"[[[unused2]], [[unused7]]]",NONE,ART-lr,64518

the immigration and checkpoint ##s authority said it began a trial of the scanner ##s wednesday at [unused3] woodlands and tu ##as [unused6] [unused6] to screen for people suffering from severe acute respiratory syndrome . [SEP] its [SEP] checkpoint ##s,"[[[unused3]], [[unused6], [unused6]]]",PART-WHOLE-rl,ART-lr,10081

t ##0 ##9 : 54 : 00 [unused2] ' m new to this [unused4] ( 1 year ) so i ca n ' t really comment on giant . [SEP] i [SEP] area,"[[[unused2]], [[unused4]]]",NONE,GEN-AFF-lr,5482
andrea ash from [unused3] [unused3] in [unused5] has this story of chicken that decided to take a new day job . [SEP] ke ##zi [SEP] portland,"[[[unused3], [unused3]], [[unused5]]]",NONE,GEN-AFF-lr,11598
and about half of those borrowing ##s end up with the major [unused3] in [unused5] . [SEP] banks [SEP] asia,"[[[unused3]], [[unused5]]]",NONE,GEN-AFF-lr,12848
[unused2] ' m [unused5] born . [SEP] i [SEP] lebanese,"[[[unused2]], [[unused5]]]",NONE,GEN-AFF-lr,17411
where is [unused2] [unused5] and our security ? [SEP] our [SEP] government,"[[[unused2]], [[unused5]]]",NONE,GEN-AFF-lr,25436
"therefore , was n ' t dick cheney , as the ceo of hall ##ib ##urt ##on , wrong to be selling oil ##field equipment to the [unused2] of [unused5] in 1988 ? [SEP] butcher [SEP] baghdad","[[[unused2]], [[unused5]]]",NONE,GEN-AFF-lr,28054
and what ' s better is that auburn gets to play one of the three hottest [unused3] in the [unused5] in my opinion . [SEP] teams [SEP] country,"[[[unused3]], [[unused5]]]",NONE,GEN-AFF-lr,32083
both aircraft fly at 125 miles per hour gingerly over [unused2] [unused4] . [SEP] enemy [SEP] land,"[[[unused2]], [[unused4]]]",NONE,GEN-AFF-lr,38260
he joins us now from london to talk about rebuilding [unused2] [unused5] . [SEP] his [SEP] country,"[[[unused2]], [[unused5]]]",NONE,GEN-AFF-lr,46807

edward lu and [unused2] [unused2] [unused2] [unused2] of [unused5] will spend the next six months in the space station . [SEP] yuri male ##nche ##nko [SEP] russia,"[[[unused2], [unused2], [unused2], [unused2]], [[unused5]]]",PHYS-lr,GEN-AFF-lr,34112
"beg ##ala bob , one of the reasons i think so many americans are worried about this war and so many [unused2] around the [unused4] do n ' t want to go is there have been a lot of problems with credibility from this administration . [SEP] people [SEP] world","[[[unused2]], [[unused4]]]",PHYS-lr,GEN-AFF-lr,40150

[unused3] of the new stores competing with giant are in [unused5] . [SEP] most [SEP] virginia,"[[[unused3]], [[unused5]]]",PART-WHOLE-lr,GEN-AFF-lr,5475
"cnn _ ip _ 2003 ##0 ##40 ##2 . 1600 . 02 - 1 story 2003 - 04 - 02 ##t ##16 : 00 : 00 - 05 : 00 push to baghdad begins ; pow safe in army ' s care wood ##ruff as coalition forces push ahead in their march toward baghdad , they have encountered some resistance in the [unused2] [unused2] holy [unused5] of ka ##rba ##la . [SEP] shi ##ite [SEP] city","[[[unused2], [unused2]], [[unused5]]]",PART-WHOLE-lr,GEN-AFF-lr,7621
"nine scanner ##s , developed locally for military purposes , were placed at singapore ' s chang ##i airport last week to check [unused2] arriving from sar ##s - affected [unused5] . [SEP] people [SEP] countries","[[[unused2]], [[unused5]]]",PART-WHOLE-lr,GEN-AFF-lr,10095
"sean patrick o ' malley , the [unused2] of [unused5] [unused5] , florida , is expected to replace cardinal bernard law . [SEP] bishop [SEP] palm beach","[[[unused2]], [[unused5], [unused5]]]",PART-WHOLE-lr,GEN-AFF-lr,17377
"on april 9th , about 130 [unused2] from around the [unused4] including myself and a couple of reporters , we were going to try to cross the border because we were all desperate to get into iraq , two days after the saddam statue fell and we all knew it was over . [SEP] journalists [SEP] world","[[[unused2]], [[unused4]]]",PART-WHOLE-lr,GEN-AFF-lr,29547
"the company is also considering fran ##chi ##sing the daily planet within australia with likely venues in perth , brisbane , sydney ' s western suburbs and a second [unused6] in [unused5] . [SEP] venue [SEP] melbourne","[[[unused6]], [[unused5]]]",PART-WHOLE-lr,GEN-AFF-lr,35009
"police believed ba ' as ##yi ##r was the spiritual leader of jem ##aa ##h islam ##iya ##h , the terrorist [unused3] in [unused5] [unused5] which is widely blamed for the bali bombing . [SEP] network [SEP] southeast asia","[[[unused3]], [[unused5], [unused5]]]",PART-WHOLE-lr,GEN-AFF-lr,35942
"[unused2] from [unused5] , colorado writes , "" paul , you keep referencing hall ##ib ##urt ##on selling equipment to iraq "" - - which i do . [SEP] don [SEP] denver","[[[unused2]], [[unused5]]]",PART-WHOLE-lr,GEN-AFF-lr,42007
""" under the terms of the settlement agreement , so ##the ##by ' s and christie ' s will each pay 20 million dollars , "" said so ##the ##by ' s , [unused3] operates in 34 [unused5] . [SEP] which [SEP] countries","[[[unused3]], [[unused5]]]",PART-WHOLE-lr,GEN-AFF-lr,42609
"july 23rd , 1999 - - there was a massive drug bust in a pre ##dom ##inate ##ly african - [unused2] [unused5] in tu ##lia . [SEP] american [SEP] neighborhood","[[[unused2]], [[unused5]]]",PART-WHOLE-lr,GEN-AFF-lr,42715
"here are some of the fine achievements of the terrorist mar ##wan bar ##gh ##out ##i mar ##wan bar ##gh ##out ##i ( born june 6 , 1958 ) is a palestinian [unused2] from the [unused4] [unused4] and a leader of the fat ##ah movement that forms the backbone of the palestinian authority and the palestine liberation organization ( pl ##o ) . [SEP] leader [SEP] west bank","[[[unused2]], [[unused4], [unused4]]]",PART-WHOLE-lr,GEN-AFF-lr,47591
"auction ##eers reported a $ 9 . 3 billion winning bid for yu ##gan ##sk ##ne ##ft ##ga ##z - - the company ' s main asset , worth two to three times that amount - - by an anonymous [unused3] located in [unused5] [unused5] . [SEP] company [SEP] tv ##er","[[[unused3]], [[unused5], [unused5]]]",PART-WHOLE-lr,GEN-AFF-lr,52077
"so that means we can bring more pictures , more information about mars back to the [unused2] of the [unused4] , in this particular landing opportunity . [SEP] people [SEP] earth","[[[unused2]], [[unused4]]]",PART-WHOLE-lr,GEN-AFF-lr,55259
suicide bombings and guerrilla attacks carried out by [unused2] and foreign terrorists based around [unused5] have escalated to alarm ##ing levels particularly during rama ##dan . [SEP] insurgents [SEP] baghdad,"[[[unused2]], [[unused5]]]",PART-WHOLE-lr,GEN-AFF-lr,62710
